sample_id,a1_assignment,a1_species,a1_clade,genbank_label_original,genbank_species,match_status,voucher,locality,country,lat,lon,voucher_status,notes_on_identity,source
ZWc_MZ15_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ15_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZ16_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ16_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZ21_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ21_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZ22_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ22_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZ23_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ23_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZ26_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ26_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZ30_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZ30_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_MZH15_MZH,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_MZH15_MZH,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_QJX26_QXJ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_QJX26_QXJ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_QJX31_QXJ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_QJX31_QXJ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_QXJ37_QXJ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_QXJ37_QXJ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWc_QXJ46_QXJ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWc_QXJ46_QXJ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1102_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1102_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1103_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1103_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1117_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1117_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1135_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1135_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1211_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1211_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1215_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1215_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1231_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1231_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1244_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1244_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1339_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1339_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1343_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1343_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1515_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1515_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1516_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1516_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1525_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1525_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1548a_MZH,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1548a_MZH,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1613_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1613_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1617b_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1617b_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1619b_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1619b_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1621b_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1621b_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1634_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1634_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1641b_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1641b_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1642b_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1642b_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1647b_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1647b_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1813b_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1813b_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1814_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1814_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1814b_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1814b_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1818_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1818_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1818b_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1818b_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1819sb_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1819sb_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1842_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1842_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdBBY09_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdBBY09_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdBBY29_BBY,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdBBY29_BBY,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdBZ03_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdBZ03_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdBZ18_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdBZ18_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdBZ22_BZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdBZ22_BZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdCX03_CX,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdCX03_CX,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdCX16_CX,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdCX16_CX,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdCXD1033_CX,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdCXD1033_CX,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL01_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL01_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL04_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL04_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL06_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL06_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL07_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL07_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL09_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL09_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL14_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL14_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL15_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL15_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL17_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL17_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDL18_DL,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDL18_DL,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDP12_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDP12_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDP18_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDP18_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdDT2_DT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdDT2_DT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdHS001_HS,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdHS001_HS,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdHS037_HS,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdHS037_HS,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdHS12_HS,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdHS12_HS,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdHS17_HS,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdHS17_HS,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMT02_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMT02_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMT03_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMT03_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMT08_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMT08_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMT09_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMT09_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMT13_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMT13_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMT18_MT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMT18_MT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ06_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ06_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ11_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ11_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ13_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ13_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ14_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ14_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ26_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ26_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ30_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ30_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ32_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ32_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ35_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ35_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ46_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ46_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ47_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ47_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZH04_MZH,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZH04_MZH,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZH09_MZH,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZH09_MZH,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZH16_MZH,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZH16_MZH,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdQXJ43_QXJ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdQXJ43_QXJ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWd1819_DP,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWd1819_DP,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdBHQ06_DT,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdBHQ06_DT,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
ZWdMZ36_MZ,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,ZWdMZ36_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,Voucher verified with locality name in GenBank metadata (no coordinates available),"Ding and Chen (2021), direct submission"
15083,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,15083,"Taiwan Province, Taichung City, Taichung",Taiwan,31.63,121.45,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
