sample_id,a1_assignment,a1_species,a1_clade,genbank_label_original,genbank_species,match_status,voucher,locality,country,lat,lon,voucher_status,notes_on_identity,source
17691,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,17691,"Lienchiang County, Nangan Township, Fuwoling, Taiwan",Taiwan,26.156,119.947,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
17744,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,17744,"New Taipei City, Shimen District, Jutsao",Taiwan,25.268,121.551,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
17620,Fejervarya multistriata (Clade I),Fejervarya multistriata,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,17620,"Guangdong, Shaoguan City, Juyuan County, Tianjingshan Forestry Station",China,24.698,112.988,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
17674,Fejervarya multistriata (Clade I),Fejervarya multistriata,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,17674,"Fujian, Xiamen City, Xiamen University",China,24.442,118.099,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
18178,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,18178,"Pintung County, Jiadung Township, Hsiaputou",Taiwan,22.4092,120.561,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
18238,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,18238,"Yilan County, Toucheng Township, Toucheng",Taiwan,24.893,121.856,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
JL73-2-1,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,JL73-2-1,"Yilan County, Nan-ao",Taiwan,24.4388,121.764,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
JL73-2-2,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,JL73-2-2,"Yilan County, Nan-ao",Taiwan,24.4388,121.764,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
JL106,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,JL106,"Tainan City, Liouying",Taiwan,23.261,120.378,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
JL66-2,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,JL66-2,"Taiwan Province, Pingtung County, Sandimen",Taiwan,22.7519,120.636,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Grosjean et al. (2015)
JL-19-2,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,JL-19-2,"Hualien County, Shoufeng Township",Taiwan,23.8823,121.568,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
G024,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,match,G024,"Hainan Island, China",China,19,109,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jang-Liaw and Chao (2008)
JL02-1,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,match,JL02-1,"Chubu, Shizuoka Prefecture, Central",Japan,34.988,138.299,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Grosjean et al. (2015)
NMNSF15460,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,NMNSF15460,"Pingtung County, Manjhou Township, Chiupeng",Taiwan,22.1033,120.847,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Djong et al. (2007)
fm1,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya multistriata,Fejervarya multistriata,mismatch,fm1,"N/a, but original depositor is from Xian",China,34.34,108.94,Verified,"Geographic origin is unknown, however original source of depoistor in Xian, China, and the sequence clustered to F.limnocharis","Wang et al. (2021), direct submission"
TAD-P992,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,match,TAD-P992,"Phangnga, Namtok Raman Forest Park",Thailand,8.45,98.52,Verified,Geographic origin is verified from GenBank metadata,"Chang and Liu (2010), direct submission"
USNM:Herp:595381,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,match,USNM:Herp:595381,south central extent of Trang An Landscape Complex,Vietnam,20.25,105.9,Verified,Geographic origin is verified from GenBank metadata,"Miller et al. (2022), direct submission"
USNM:Herp:595383,Fejervarya limnocharis (Clade II),Fejervarya limnocharis,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,match,USNM:Herp:595383,"Du Gia Forest, Bac Me, 3.2 km of Khau Ca Reserve (straight-line distance)",Vietnam,22.8,105.3,Verified,Geographic origin is verified from GenBank metadata,"Miller et al. (2022), direct submission"
H001,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,H001,Taiwan Island,Taiwan,23.7,121,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Yang et al. (2023)
H002,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,H002,Taiwan Island,Taiwan,23.7,121,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Yang et al. (2023)
H005,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,H005,Taiwan Island,Taiwan,23.7,121,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Yang et al. (2023)
H011,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,H011,Taiwan Island,Taiwan,23.7,121,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Yang et al. (2023)
H012,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,H012,Taiwan Island,Taiwan,23.7,121,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jiang et al. (2020)
H013,Fejervarya multistriata (Clade II),Fejervarya multistriata,Clade II,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,H013,Taiwan Island,Taiwan,23.7,121,Verified,"Labelled as F. limnocharis in GenBank, but phylogenetically clusters within F. multistriata [Clade II]",Jiang et al. (2020)
GZBY01,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistrata,Fejervarya multistriata,mismatch,GZBY01,Guangzhou,China,23.13,113.26,Verified,consistent assignment between GenBank annotation and species delimitation,Ding and Chen (2021)
GZBY02,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistrata,Fejervarya multistriata,mismatch,GZBY02,Guangzhou,China,23.13,113.26,Verified,consistent assignment between GenBank annotation and species delimitation,Ding and Chen (2021)
GZBY04,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistrata,Fejervarya multistriata,mismatch,GZBY04,Guangzhou,China,23.13,113.26,Verified,consistent assignment between GenBank annotation and species delimitation,ren et al. (2009)
GZBY05,Fejervarya kawamurai (Clade II),Fejervarya kawamurai,Clade II,Fejervarya multistrata,Fejervarya multistriata,mismatch,GZBY05,Guangzhou,China,23.13,113.26,Verified,consistent assignment between GenBank annotation and species delimitation,Kotaki et al. (2010)
mtDNA,Fejervarya multistriata (Clade I),Fejervarya multistriata,Clade I,Fejervarya multistrata,Fejervarya multistriata,match,mtDNA,"Santai County, Mianyang City, Sichuan",China,31.178,105.13,Verified,consistent assignment between GenBank annotation and species delimitation,"Kung et al. (2008), direct submission"
ZWd1339,Fejervarya multistriata (Clade I),Fejervarya multistriata,Clade I,Fejervarya multistrata,Fejervarya multistriata,match,ZWd1339,"Chongming, Shanghai",China,31.63,121.45,Verified,consistent assignment between GenBank annotation and species delimitation,Kurniawan et al. (2010)
MZ44_MZ,Fejervarya multistriata (Clade I),Fejervarya multistriata,Clade I,Fejervarya multistrata,Fejervarya multistriata,match,MZ44_MZ,"Chongming, Shanghai",China,31.63,121.45,Verified,consistent assignment between GenBank annotation and species delimitation,Kurniawan et al. (2010)
full mtDNA,Fejervarya cancrivora,Fejervarya cancrivora,,Fejervarya cf. cancrivora,Fejervarya cf. cancrivora,mismatch,full mtDNA,"Beihai, Guangxi",China,21.48,109.12,Verified,Supported to be split from F. moodiei in our species delimitation model,Kurniawan et al. (2010)
MS-2009 (MS-can-Mal),Fejervarya cancrivora,Fejervarya cancrivora,,Fejervarya cf. cancrivora,Fejervarya cf. cancrivora,mismatch,MS-2009 (MS-can-Mal),Selangor,Malaysia,3.07,101.52,Verified,Supported to be split from F. moodiei in our species delimitation model,Kotaki et al. (2010)
Jiadong-13,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya cancrivora,Fejervarya cancrivora,mismatch,Jiadong-13,Jiadong,China,22.85,113.1,Verified,"consistent assignment, supported to be split from F. moodiei in our species delimitation model",Kotaki et al. (2010)
FCL-16S-1,Fejervarya cancrivora,Fejervarya cancrivora,,Fejervarya cancrivora,Fejervarya cancrivora,match,FCL-16S-1,"Cianjur, Java",Indonesia,-6.82,107.14,Verified,"consistent assignment, supported to be split from F. moodiei in our species delimitation model",Chung et al. (2022)
FCL-16S-2,Fejervarya cancrivora,Fejervarya cancrivora,,Fejervarya cancrivora,Fejervarya cancrivora,match,FCL-16S-2,"West Sumatra, Padang",Indonesia,-0.95,100.36,Verified,"consistent assignment, supported to be split from F. moodiei in our species delimitation model",Chung et al. (2022)
FCL-16S-7,Fejervarya cancrivora,Fejervarya cancrivora,,Fejervarya cancrivora,Fejervarya cancrivora,match,FCL-16S-7,"Central Java, Banyumas",Indonesia,-7.43,109.24,Verified,"consistent assignment, supported to be split from F. moodiei in our species delimitation model",Chung et al. (2022)
IEBR A.5085,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5085,Nam Dinh,Vietnam,20.43,106.16,Verified,"Voucher verified from original published article, different in Genbank",Chung et al. (2022)
IEBR A.5089,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5089,Nam Dinh,Vietnam,20.43,106.16,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
IEBR A.5091,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5091,Nam Dinh,Vietnam,20.43,106.16,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
IEBR A.5097,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5097,Thua Thien Hue,Vietnam,16.46,107.59,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
IEBR A.5096,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5096,Thua Thien Hue,Vietnam,16.46,107.59,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
IEBR A.5098,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5098,Hai Phong,Vietnam,20.85,106.68,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
IEBR A.5099,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5099,Hai Phong,Vietnam,20.85,106.68,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
IEBR A.5101,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,IEBR A.5101,Ca Mau,Vietnam,9.18,105.15,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
CG9CaMau,Fejervarya moodiei,Fejervarya moodiei,,Fejervarya moodiei,Fejervarya moodiei,match,CG9CaMau,Ca Mau,Vietnam,9.18,105.15,Verified,"Voucher verified from original published article, different in Genbank",Hoang et al. (2022)
full mtDNA,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,full mtDNA,"Jinhua, Zhejiang",China,29.08,119.65,Verified,"Source of sample is farm-based, and verified in Zhejiang",Hoang et al. (2022)
full mtDNA,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,full mtDNA,Anhui,China,31.86,117.28,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
full mtDNA,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus chinensis x rugulosus,Hoplobatrachus chinensis x rugulosus,mismatch,full mtDNA,"Jinhua, Zhejiang",China,29.3608,119.96661,Verified,"Source of sample is farm-based, and verified in Zhejiang",Pan et al. (2012)
JHBT-B4,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,JHBT-B4,"the Bendi farm in Jinhua, Zhejiang",China,29.08,119.65,Verified,"Source of sample is farm-based, and verified in Zhejiang",Cai et al. (2018)
JHBT-B3,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,JHBT-B3,"the Bendi farm in Jinhua, Zhejiang",China,29.08,119.65,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
JHBT-B2,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,JHBT-B2,"the Bendi farm in Jinhua, Zhejiang",China,29.08,119.65,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
JHBT-B1,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,JHBT-B1,"the Bendi farm in Jinhua, Zhejiang",China,29.08,119.65,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
FMNH 255191,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,FMNH 255191,"Laos: Champasak Province, Mounlapamok District, Dong Khanthung National Biodiversity Conservation Area",Laos,14.1,105.85,Verified,Source of voucher was cross checked with original article,Yu et al. (2015)
HN1,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,HN1,"the 'Hainan' farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Frost et al. (2017)
HN2,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,HN2,"the 'Hainan' farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
HN3,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,HN3,"the 'Hainan' farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
HW1,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,HW1,"the Huwawa farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
HW5,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,HW5,"the Huwawa farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
HW6,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,HW6,"the Huwawa farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
THW1,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,THW1,"the Huwawa farm in Jinhua, Zhejiang",China,29,119,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
NW1,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,NW1,"the Niuwa farm in Jinhua, Zhejiang",China,29.05,119.5,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
NW2,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,NW2,"the Niuwa farm in Jinhua, Zhejiang",China,29.05,119.5,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
JHBT-W7,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,JHBT-W7,"the Wu farm in Jinhua, Zhejiang",China,29.1,119.4,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
JHBT-W8,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,JHBT-W8,"the Wu farm in Jinhua, Zhejiang",China,29.1,119.4,Verified,"Source of sample is farm-based, and verified in Zhejiang",Yu et al. (2015)
WZ2,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,WZ2,"Jinhua, Zhejiang",China,29.3,119,Verified,,Yu et al. (2015)
WZ3,Hoplobatrachus chinensis,Hoplobatrachus chinensis,,Hoplobatrachus rugulosus,Hoplobatrachus rugulosus,mismatch,WZ3,"Jinhua, Zhejiang",China,29.3,119,Verified,,Alam et al. (2010)
full mtDNA,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,,Hoplobatrachus tigerinus,Hoplobatrachus tigerinus,match,full mtDNA,Mymensingh,Bangladesh,24.75,90.4,Verified,,Yan et al. (2021)
KIZ021611,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ021611,"Yuanbaoshan, Guangxi",China,25.62,110.2,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ021613,Quasipaa shini,Quasipaa shini,,Quasipaa shini,Quasipaa shini,match,KIZ021613,"Yuanbaoshan, Guangxi",China,25.62,110.2,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ022191,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ022191,"Fulong, Guangxi",China,22.55,110.15,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ02340,Quasipaa yei,Quasipaa yei,,Quasipaa yei,Quasipaa yei,match,KIZ02340,"Shangcheng, Henan",China,31.8,115.4,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ02412,Quasipaa yei,Quasipaa yei,,Quasipaa yei,Quasipaa yei,match,KIZ02412,"Shangcheng, Henan",China,31.8,115.4,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ03107,Quasipaa boulengeri,Quasipaa boulengeri,,Quasipaa boulengeri,Quasipaa boulengeri,match,KIZ03107,"Youyang, Chongqing",China,28.84,108.77,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ04714,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ04714,"Huizhou, Guangdong",China,23.11,114.41,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08918,Quasipaa jiulongensis,Quasipaa jiulongensis,,Quasipaa jiulongensis,Quasipaa jiulongensis,match,KIZ08918,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08932,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ08932,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08997,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ08997,"Daiyunshan, Fujian",China,25.43,118.24,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ09096,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ09096,"Qixingzhen, Guangdong",China,23.03,114.41,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ09282,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ09282,"Chongzuo, Guangxi",China,22.4,107.37,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ09706,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ09706,"Yangjiang, Guangdong",China,21.86,111.97,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZJX0709008,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZJX0709008,"Lushan, Jiangxi",China,29.55,115.98,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZYPX18607,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZYPX18607,"Xinying, Guangdong",China,23.73,114.68,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ01575,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ01575,"Damaoshan, Hongkong","Hong Kong, Special Administrative Region (SAR) of China",22.5,114.2,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ07219,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ07219,"Xunwu, Jiangxi",China,24.54,115.64,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08934,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ08934,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08935,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ08935,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08936,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ08936,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08938,Quasipaa exilispinosa,Quasipaa exilispinosa,,Quasipaa exilispinosa,Quasipaa exilispinosa,match,KIZ08938,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ08920,Quasipaa jiulongensis,Quasipaa jiulongensis,,Quasipaa jiulongensis,Quasipaa jiulongensis,match,KIZ08920,"Wuyishan, Fujian",China,27.76,118.03,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ02397,Quasipaa shini,Quasipaa shini,,Quasipaa shini,Quasipaa shini,match,KIZ02397,"Kaili, Guizhou",China,26.58,107.97,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ09282,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ09282,"Chongzuo, Guangxi",China,22.4,107.37,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZC21,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZC21,"Huangshanpo, Anhui",China,30.3,118.27,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
KIZ021611,Quasipaa spinosa,Quasipaa spinosa,,Quasipaa spinosa,Quasipaa spinosa,match,KIZ021611,"China: Yuanbaoshan, Guangxi",China,25.62,110.2,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
HiroshimaShiga,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya kawamurai,Fejervarya kawamurai,match,HiroshimaShiga,"Shiga, Japan",Japan,35,136,Verified,Source of voucher was cross checked with original article,Yan et al. (2021)
Karasuma,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya kawamurai,Fejervarya kawamurai,match,Karasuma,"Shiga, Japan",Japan,35,136,Verified,Source of voucher was cross checked with original article,Kakehashi et al. (2022)
JL02_1,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,JL02_1,"Chubu, Shizuoka Prefecture, Central Region, Shizuoka City, Shizuoka",Japan,34.9884,138.299,Verified,Source of voucher was cross checked with original article,Kakehashi et al. (2022)
Okin,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,Okin,Okinawa,Japan,26.5,127.9,Verified,Source of voucher was cross checked with original article,Kakehashi et al. (2022)
Okin_1_,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,Okin_1_,Okinawa,Japan,26.5,127.9,Verified,Source of voucher was cross checked with original article,Sumida et al. (2002)
Okin_2_,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,Okin_2_,"Okinawa, Japan",Japan,26.5,127.9,Verified,Source of voucher was cross checked with original article,Sumida et al. (2002)
japo_higa,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,japo_higa,"Higasihiroshima, Kagamiyama, Japan",Japan,34.4,132.74,Verified,Source of voucher was cross checked with original article,Sumida et al. (2002)
japo_hiro,Fejervarya kawamurai (Clade I),Fejervarya kawamurai,Clade I,Fejervarya limnocharis,Fejervarya limnocharis,mismatch,japo_hiro,"Hiroshima, Japan",Japan,34.39,132.46,Verified,Source of voucher was cross checked with original article,Djong et al. (2007)
